               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 148,            0.029541,            0.012256,           0.0011232,             0.86985,             0.70841,             0.78472,              0.4452,            0.028592,           0.0084682,           0.0011154,           0.0085447,           0.0085447,           0.0085447
                 149,            0.038036,            0.011692,           0.0039644,             0.84742,             0.77188,             0.75653,             0.39349,            0.028898,           0.0088015,           0.0010318,           0.0085348,           0.0085348,           0.0085348
                 150,            0.034883,            0.010124,           0.0011523,              0.8618,             0.74167,             0.75482,             0.35383,            0.032157,           0.0098813,           0.0011377,           0.0085249,           0.0085249,           0.0085249
                 151,            0.030506,            0.011229,           0.0010131,              0.7957,             0.64299,             0.72305,             0.38091,            0.032656,             0.01034,            0.001245,            0.008515,            0.008515,            0.008515
                 152,            0.028881,            0.011941,           0.0010609,             0.87234,             0.73333,             0.79574,             0.35411,            0.037017,            0.010035,           0.0012036,           0.0085051,           0.0085051,           0.0085051
                 153,            0.033272,            0.011644,           0.0015415,             0.72909,             0.64167,             0.66761,             0.33402,            0.032893,           0.0098197,           0.0011105,           0.0084952,           0.0084952,           0.0084952
                 154,             0.02813,             0.01314,          0.00093052,             0.68718,             0.64167,              0.6544,             0.32327,            0.034907,           0.0098603,           0.0011175,           0.0084853,           0.0084853,           0.0084853
                 155,            0.033666,            0.014227,            0.001135,             0.69503,             0.74167,             0.68868,             0.37435,            0.030435,            0.010109,           0.0011405,           0.0084754,           0.0084754,           0.0084754
                 156,            0.026559,            0.011667,           0.0011939,             0.71908,             0.74167,              0.7104,             0.35185,            0.031481,            0.010163,           0.0011499,           0.0084655,           0.0084655,           0.0084655
                 157,            0.029455,            0.011761,            0.001289,             0.84042,             0.71854,             0.73329,             0.38445,            0.031794,            0.010048,           0.0010989,           0.0084556,           0.0084556,           0.0084556
                 158,            0.032497,            0.012429,           0.0016748,             0.81169,             0.73962,             0.75546,             0.36897,            0.032275,           0.0096383,           0.0011728,           0.0084457,           0.0084457,           0.0084457
                 159,            0.027397,            0.011263,          0.00083935,              0.7299,                 0.7,             0.74015,             0.36786,            0.031258,            0.009932,           0.0024294,           0.0084358,           0.0084358,           0.0084358
                 160,            0.030183,            0.010923,          0.00093813,             0.84108,             0.61686,             0.77724,             0.38785,            0.033851,           0.0098016,           0.0024935,           0.0084259,           0.0084259,           0.0084259
                 161,            0.032121,            0.014031,            0.001032,             0.83428,             0.61904,             0.72228,             0.32702,             0.03166,             0.01005,           0.0015052,            0.008416,            0.008416,            0.008416
                 162,            0.028287,            0.011576,            0.001158,             0.78323,             0.78333,             0.78902,             0.41676,            0.032711,           0.0093739,           0.0018222,           0.0084061,           0.0084061,           0.0084061
                 163,            0.028803,            0.012997,           0.0007459,             0.85522,              0.7677,             0.85123,             0.43303,            0.033728,           0.0090802,           0.0011334,           0.0083962,           0.0083962,           0.0083962
                 164,            0.029515,            0.013127,          0.00063834,             0.86435,              0.7234,             0.82869,             0.45612,            0.033079,           0.0087094,          0.00093083,           0.0083863,           0.0083863,           0.0083863
                 165,            0.031317,            0.011702,           0.0010085,             0.83222,             0.68333,             0.77447,             0.45216,            0.035132,           0.0083635,          0.00078192,           0.0083764,           0.0083764,           0.0083764
                 166,            0.029564,            0.010725,           0.0011042,             0.94856,             0.75829,             0.80924,             0.44367,            0.032706,           0.0090151,           0.0010732,           0.0083665,           0.0083665,           0.0083665
                 167,            0.026125,            0.010948,          0.00098448,              0.9174,               0.725,               0.808,             0.40219,            0.034164,           0.0088549,           0.0012298,           0.0083566,           0.0083566,           0.0083566
                 168,            0.027118,            0.011047,           0.0016859,             0.93417,               0.725,             0.81113,             0.45487,            0.033657,           0.0092983,          0.00073462,           0.0083467,           0.0083467,           0.0083467
                 169,            0.029192,             0.01065,           0.0011612,             0.91052,               0.675,             0.76704,             0.42772,            0.033656,           0.0090549,          0.00070114,           0.0083368,           0.0083368,           0.0083368
                 170,            0.028432,            0.011252,           0.0016384,             0.80516,             0.76072,             0.76909,             0.40574,            0.030842,           0.0090961,          0.00067396,           0.0083269,           0.0083269,           0.0083269
                 171,            0.024963,            0.010243,           0.0011339,             0.82895,              0.6287,             0.69618,             0.41735,            0.032064,           0.0092447,            0.001585,            0.008317,            0.008317,            0.008317
                 172,            0.029376,           0.0098602,           0.0010708,             0.89454,               0.725,              0.7744,             0.40188,            0.035393,           0.0091624,           0.0020367,           0.0083071,           0.0083071,           0.0083071
                 173,            0.027903,            0.011127,           0.0012924,             0.78873,               0.725,             0.65574,             0.38212,            0.033867,           0.0095148,           0.0023179,           0.0082972,           0.0082972,           0.0082972
                 174,            0.027626,            0.011937,           0.0014879,             0.84212,             0.68333,             0.66639,             0.38823,            0.031433,           0.0095382,           0.0024348,           0.0082873,           0.0082873,           0.0082873
                 175,            0.029205,             0.01103,           0.0015639,             0.66441,             0.63333,             0.59573,             0.33452,            0.032687,           0.0098381,           0.0031578,           0.0082774,           0.0082774,           0.0082774
                 176,            0.036105,            0.010293,           0.0010345,             0.68409,             0.63333,             0.58086,             0.30428,            0.036916,           0.0099058,           0.0034759,           0.0082675,           0.0082675,           0.0082675
                 177,             0.03098,            0.011165,           0.0010805,             0.71211,             0.59167,             0.56681,             0.30691,            0.031553,            0.010196,           0.0039697,           0.0082576,           0.0082576,           0.0082576
                 178,            0.029056,            0.011016,           0.0012856,             0.69097,             0.59167,             0.53799,              0.3281,             0.03403,            0.010058,           0.0043675,           0.0082477,           0.0082477,           0.0082477
                 179,             0.02653,           0.0099843,          0.00073939,             0.64434,             0.62081,             0.57398,             0.34235,            0.032616,             0.01021,           0.0050437,           0.0082378,           0.0082378,           0.0082378
                 180,            0.026263,           0.0092046,          0.00084661,             0.67346,              0.6696,             0.60506,             0.37075,            0.031104,           0.0093904,           0.0045038,           0.0082279,           0.0082279,           0.0082279
                 181,            0.027931,            0.010187,          0.00075536,             0.63189,             0.68333,             0.62502,             0.37949,            0.033466,            0.009563,           0.0040326,            0.008218,            0.008218,            0.008218
                 182,            0.026714,            0.011851,          0.00078174,             0.68998,             0.71382,             0.67726,             0.40597,            0.034186,           0.0094483,           0.0040517,           0.0082081,           0.0082081,           0.0082081
                 183,            0.028485,            0.013349,          0.00059427,             0.73285,             0.71586,             0.75085,             0.41096,            0.033081,            0.009361,            0.004032,           0.0081982,           0.0081982,           0.0081982
                 184,            0.026197,             0.01122,           0.0016149,             0.70465,               0.725,             0.71046,              0.3985,             0.03476,            0.009558,           0.0030675,           0.0081883,           0.0081883,           0.0081883
                 185,            0.028851,            0.011471,           0.0016065,             0.71817,             0.66274,             0.68881,             0.37769,            0.032277,             0.01061,           0.0034222,           0.0081784,           0.0081784,           0.0081784
                 186,            0.026121,            0.011484,          0.00089613,             0.70139,             0.53288,             0.62283,             0.29547,            0.034574,             0.01194,           0.0041867,           0.0081685,           0.0081685,           0.0081685
                 187,            0.026379,            0.011723,          0.00093284,             0.66407,             0.63333,             0.66923,              0.3603,            0.033709,             0.01108,           0.0036055,           0.0081586,           0.0081586,           0.0081586
                 188,            0.027296,            0.010888,           0.0036627,             0.61975,               0.675,             0.70011,             0.35975,            0.033328,            0.010432,           0.0026091,           0.0081487,           0.0081487,           0.0081487
                 189,            0.028923,            0.011689,           0.0021976,             0.76313,             0.76259,             0.72058,             0.38205,            0.036267,            0.010867,           0.0015208,           0.0081388,           0.0081388,           0.0081388
                 190,            0.023692,           0.0094841,          0.00079393,             0.82303,             0.69277,             0.74954,             0.36102,            0.039358,            0.011169,           0.0015912,           0.0081289,           0.0081289,           0.0081289
                 191,            0.026668,             0.01049,          0.00076929,             0.82814,              0.7123,             0.71442,             0.36363,            0.039879,            0.011603,           0.0016514,            0.008119,            0.008119,            0.008119
                 192,            0.027874,            0.010885,           0.0010746,             0.75605,             0.71667,             0.70137,             0.32837,            0.040781,            0.011748,           0.0014955,           0.0081091,           0.0081091,           0.0081091
                 193,            0.025477,            0.011193,           0.0012011,             0.79359,              0.5931,             0.66554,             0.38029,            0.036161,            0.011285,           0.0012396,           0.0080992,           0.0080992,           0.0080992
                 194,            0.024716,             0.01097,           0.0016501,             0.81839,               0.625,             0.71553,             0.38688,            0.034723,            0.010721,           0.0011335,           0.0080893,           0.0080893,           0.0080893
                 195,            0.026853,             0.01062,           0.0015904,             0.71452,             0.73931,             0.73787,             0.43582,            0.029424,            0.010003,           0.0012815,           0.0080794,           0.0080794,           0.0080794
                 196,            0.030165,            0.011299,           0.0016887,             0.80835,             0.70351,             0.75301,             0.45098,            0.030506,            0.010211,           0.0012594,           0.0080695,           0.0080695,           0.0080695
                 197,            0.023143,           0.0096723,          0.00085148,              0.8362,             0.77029,             0.76337,             0.38198,             0.03158,            0.010561,           0.0013794,           0.0080596,           0.0080596,           0.0080596
                 198,            0.025719,            0.010191,          0.00094501,             0.81714,             0.72782,             0.74619,             0.35685,            0.029656,            0.010314,           0.0014344,           0.0080497,           0.0080497,           0.0080497
                 199,            0.031742,            0.011038,           0.0016252,             0.79509,             0.71835,             0.71795,             0.34377,            0.032029,            0.010632,           0.0015051,           0.0080398,           0.0080398,           0.0080398
                 200,            0.028169,            0.010932,           0.0033827,             0.89852,             0.64409,             0.72689,             0.36654,            0.033313,            0.010308,           0.0014065,           0.0080299,           0.0080299,           0.0080299
                 201,             0.02747,            0.010633,           0.0011095,             0.82823,             0.68333,             0.68903,             0.34993,            0.029371,            0.010187,           0.0014944,             0.00802,             0.00802,             0.00802
                 202,            0.025939,           0.0093403,           0.0010917,             0.87885,             0.68333,              0.7128,             0.38042,            0.033521,           0.0099068,           0.0016001,           0.0080101,           0.0080101,           0.0080101
                 203,            0.030079,            0.010059,          0.00074761,             0.88627,             0.68333,             0.69507,             0.35849,            0.030586,           0.0097265,           0.0019124,           0.0080002,           0.0080002,           0.0080002
                 204,            0.027848,           0.0084448,           0.0011614,             0.88644,             0.68333,             0.69996,             0.36977,            0.033655,           0.0093513,           0.0018328,           0.0079903,           0.0079903,           0.0079903
                 205,            0.029301,            0.010808,           0.0027074,             0.87641,             0.68333,             0.71567,             0.38184,            0.033276,           0.0093966,           0.0016585,           0.0079804,           0.0079804,           0.0079804
                 206,             0.02672,            0.011033,           0.0013645,             0.87042,             0.72637,             0.74408,             0.31924,            0.032615,           0.0094047,           0.0011898,           0.0079705,           0.0079705,           0.0079705
                 207,            0.025876,           0.0099453,           0.0013953,             0.92304,             0.68333,             0.76083,             0.38223,            0.033649,           0.0091989,          0.00079823,           0.0079606,           0.0079606,           0.0079606
                 208,            0.024371,            0.010586,          0.00072513,             0.83223,             0.67472,             0.76441,             0.42482,            0.032542,           0.0091372,          0.00070419,           0.0079507,           0.0079507,           0.0079507
                 209,            0.024588,           0.0089556,           0.0012586,              0.6936,             0.68333,             0.71862,             0.46026,            0.030812,           0.0093541,          0.00071077,           0.0079408,           0.0079408,           0.0079408
                 210,             0.02472,           0.0097414,          0.00078979,             0.86165,             0.65722,             0.75441,             0.43079,            0.030431,           0.0086644,          0.00063672,           0.0079309,           0.0079309,           0.0079309
                 211,            0.023753,            0.010062,          0.00074077,             0.73797,             0.68333,             0.76667,             0.44713,            0.029241,           0.0087774,          0.00064316,            0.007921,            0.007921,            0.007921
                 212,            0.028378,           0.0096906,           0.0024054,             0.83075,             0.71931,             0.77738,             0.44211,             0.03151,           0.0090978,          0.00065284,           0.0079111,           0.0079111,           0.0079111
                 213,            0.021139,           0.0082817,          0.00065966,             0.88087,              0.7314,             0.80073,             0.45598,            0.027178,           0.0095181,          0.00077319,           0.0079012,           0.0079012,           0.0079012
                 214,             0.02589,           0.0081853,           0.0013453,             0.81032,             0.69167,             0.73666,             0.39558,            0.027369,            0.010303,            0.001024,           0.0078913,           0.0078913,           0.0078913
                 215,            0.025369,            0.010586,          0.00056002,             0.68073,             0.72951,             0.66455,             0.38786,            0.028021,            0.011726,           0.0020301,           0.0078814,           0.0078814,           0.0078814
                 216,            0.023331,            0.010626,          0.00079101,             0.77861,             0.65836,             0.67684,             0.37801,            0.029466,            0.011637,           0.0023945,           0.0078715,           0.0078715,           0.0078715
                 217,            0.026262,           0.0079452,          0.00099152,             0.66154,              0.7185,             0.66348,             0.34476,            0.037006,            0.011874,           0.0024567,           0.0078616,           0.0078616,           0.0078616
                 218,            0.024425,            0.013199,            0.001473,             0.85339,             0.58027,             0.67436,             0.38395,            0.035846,            0.011925,           0.0023451,           0.0078517,           0.0078517,           0.0078517
                 219,            0.023144,            0.011015,          0.00063688,             0.76326,             0.68333,             0.66181,             0.35701,            0.042756,            0.011711,           0.0021137,           0.0078418,           0.0078418,           0.0078418
                 220,            0.025761,           0.0095814,           0.0010109,             0.76363,             0.68333,             0.67164,             0.37703,            0.040991,            0.012054,           0.0018766,           0.0078319,           0.0078319,           0.0078319
                 221,            0.025471,            0.010113,          0.00098725,             0.87154,             0.63322,             0.65275,             0.31486,            0.044386,            0.012014,           0.0013632,            0.007822,            0.007822,            0.007822
                 222,             0.02491,            0.010474,           0.0008265,              0.8625,                0.55,             0.60974,             0.33439,            0.044656,            0.011971,           0.0012723,           0.0078121,           0.0078121,           0.0078121
                 223,            0.028092,            0.010272,          0.00077828,             0.75585,             0.53106,             0.56203,             0.28661,            0.047175,            0.012156,           0.0011982,           0.0078022,           0.0078022,           0.0078022
                 224,              0.0237,            0.010141,          0.00077578,             0.75597,                 0.6,             0.58282,             0.27841,             0.04672,            0.012061,           0.0011455,           0.0077923,           0.0077923,           0.0077923
                 225,            0.023556,             0.01116,          0.00098585,             0.69567,                 0.6,             0.60927,             0.29032,             0.04197,            0.011671,           0.0011757,           0.0077824,           0.0077824,           0.0077824
                 226,            0.026748,            0.011831,          0.00067463,             0.58965,             0.68491,             0.64657,             0.30773,            0.043923,            0.011479,           0.0012322,           0.0077725,           0.0077725,           0.0077725
                 227,            0.024639,           0.0095453,          0.00063618,             0.63226,             0.69167,              0.6325,             0.31093,            0.038662,            0.011084,           0.0013627,           0.0077626,           0.0077626,           0.0077626
                 228,            0.022316,           0.0088622,          0.00084453,             0.66908,             0.73333,             0.65027,             0.33026,            0.036729,            0.011256,           0.0014313,           0.0077527,           0.0077527,           0.0077527
                 229,            0.024825,           0.0091201,          0.00073894,             0.73269,             0.70776,             0.68675,             0.36024,            0.036256,            0.011227,           0.0015476,           0.0077428,           0.0077428,           0.0077428
                 230,            0.024373,            0.010821,           0.0023813,             0.75339,             0.72764,               0.699,             0.38469,            0.036816,            0.011101,           0.0016538,           0.0077329,           0.0077329,           0.0077329
                 231,            0.025546,           0.0093203,           0.0006478,             0.89695,              0.6824,              0.7847,             0.41864,            0.034512,            0.010707,            0.002533,            0.007723,            0.007723,            0.007723
                 232,            0.025984,            0.011143,           0.0050147,             0.94301,             0.66173,             0.77631,             0.40306,            0.032263,            0.010469,           0.0029235,           0.0077131,           0.0077131,           0.0077131
                 233,            0.024232,           0.0087607,          0.00077316,             0.92338,             0.66436,             0.74639,             0.42888,            0.033748,            0.010221,           0.0032413,           0.0077032,           0.0077032,           0.0077032
                 234,            0.026795,            0.011941,          0.00071239,             0.85081,             0.68333,             0.73711,              0.4407,            0.033102,            0.010228,           0.0030342,           0.0076933,           0.0076933,           0.0076933
                 235,            0.020482,           0.0089091,           0.0014812,             0.89882,              0.7188,             0.75119,             0.40316,            0.030166,            0.010138,           0.0033417,           0.0076834,           0.0076834,           0.0076834
                 236,            0.022074,           0.0081866,          0.00097289,             0.85981,             0.67134,              0.6753,             0.42885,            0.031409,            0.010375,           0.0034241,           0.0076735,           0.0076735,           0.0076735
                 237,            0.024608,           0.0095765,          0.00053217,             0.79732,             0.66637,             0.68264,             0.39651,            0.028351,            0.010283,           0.0032494,           0.0076636,           0.0076636,           0.0076636
                 238,            0.025445,            0.010938,           0.0013601,             0.82524,             0.63333,             0.68421,             0.41233,            0.032039,            0.010216,           0.0028041,           0.0076537,           0.0076537,           0.0076537
                 239,            0.029297,            0.009444,          0.00079124,             0.82863,             0.75103,             0.72761,             0.33789,            0.028949,            0.010536,           0.0020131,           0.0076438,           0.0076438,           0.0076438
                 240,            0.028027,             0.01072,          0.00088449,             0.80567,             0.75939,              0.7271,             0.37981,            0.028718,            0.010569,           0.0016437,           0.0076339,           0.0076339,           0.0076339
                 241,            0.026365,           0.0098899,           0.0011289,             0.81311,             0.75826,             0.75533,              0.3873,            0.030107,            0.010558,            0.001496,            0.007624,            0.007624,            0.007624
                 242,            0.022877,            0.010302,          0.00082277,             0.75746,             0.69621,             0.72076,             0.39313,            0.032885,            0.010585,           0.0013564,           0.0076141,           0.0076141,           0.0076141
                 243,             0.02536,           0.0086745,           0.0010507,             0.77468,             0.73333,             0.75873,             0.40172,            0.030427,            0.010521,          0.00097184,           0.0076042,           0.0076042,           0.0076042
                 244,             0.02369,           0.0081978,          0.00094277,             0.79834,               0.775,             0.78523,             0.40908,            0.030776,            0.010303,          0.00072546,           0.0075943,           0.0075943,           0.0075943
                 245,            0.021365,            0.007862,            0.001025,             0.84813,               0.775,             0.79795,             0.46729,             0.03006,           0.0097888,          0.00062199,           0.0075844,           0.0075844,           0.0075844
                 246,            0.025704,            0.010899,           0.0013122,             0.84091,             0.80586,             0.80246,             0.46333,            0.032059,           0.0092423,          0.00057945,           0.0075745,           0.0075745,           0.0075745
                 247,             0.02485,           0.0096033,           0.0010791,              0.8388,             0.80635,             0.82576,             0.43908,            0.032421,           0.0092869,          0.00058231,           0.0075646,           0.0075646,           0.0075646
                 248,            0.022215,           0.0090987,          0.00060772,              0.8217,             0.73333,              0.7907,             0.46474,            0.028827,           0.0093269,          0.00059037,           0.0075547,           0.0075547,           0.0075547
                 249,            0.026522,            0.010301,           0.0009591,             0.72113,             0.78273,             0.78894,             0.45682,            0.027405,           0.0093582,          0.00066881,           0.0075448,           0.0075448,           0.0075448
                 250,            0.024959,            0.010084,          0.00066465,              0.8531,              0.7208,             0.75638,             0.43684,            0.029502,            0.009182,          0.00073318,           0.0075349,           0.0075349,           0.0075349
                 251,            0.022355,           0.0082534,           0.0010878,             0.76859,             0.83289,             0.79976,             0.43827,            0.031054,            0.009553,          0.00080509,            0.007525,            0.007525,            0.007525
                 252,            0.027819,           0.0082537,           0.0011456,              0.7809,             0.81521,             0.78653,              0.4585,            0.026468,           0.0096676,          0.00076485,           0.0075151,           0.0075151,           0.0075151
                 253,            0.026185,           0.0097218,           0.0018369,             0.82763,             0.76024,             0.76376,             0.44114,            0.026581,            0.010027,          0.00078135,           0.0075052,           0.0075052,           0.0075052
                 254,             0.02569,           0.0091608,            0.001359,             0.82584,             0.75538,             0.76205,             0.42641,             0.02778,            0.010194,          0.00084414,           0.0074953,           0.0074953,           0.0074953
                 255,            0.029549,           0.0097968,            0.002189,             0.79245,              0.7706,             0.75694,             0.43756,            0.029002,            0.010806,           0.0012156,           0.0074854,           0.0074854,           0.0074854
                 256,            0.023911,           0.0083941,           0.0020348,             0.77346,             0.76208,             0.76659,             0.44841,            0.032545,            0.010478,           0.0015368,           0.0074755,           0.0074755,           0.0074755
                 257,            0.025662,           0.0096389,           0.0016756,             0.74076,             0.75147,              0.7672,             0.42606,            0.036115,            0.010173,           0.0016953,           0.0074656,           0.0074656,           0.0074656
                 258,            0.027843,           0.0088051,           0.0017515,             0.79169,             0.77705,             0.77801,             0.43159,            0.033622,            0.010225,           0.0016773,           0.0074557,           0.0074557,           0.0074557
                 259,            0.023995,           0.0088186,           0.0013455,             0.94135,             0.66336,             0.79884,             0.43762,            0.031693,            0.010151,            0.001186,           0.0074458,           0.0074458,           0.0074458
                 260,            0.022384,           0.0097197,           0.0010138,             0.90444,             0.63302,             0.78063,             0.45434,            0.030775,              0.0101,          0.00094929,           0.0074359,           0.0074359,           0.0074359
                 261,             0.02398,             0.00947,           0.0005808,             0.80232,             0.80549,             0.81796,             0.45451,            0.031791,             0.00998,          0.00091591,            0.007426,            0.007426,            0.007426
                 262,            0.023948,            0.010082,           0.0013295,             0.80099,             0.78333,             0.82246,             0.46393,            0.034459,           0.0097339,          0.00085373,           0.0074161,           0.0074161,           0.0074161
                 263,             0.02111,           0.0086695,          0.00084846,             0.93897,             0.73304,             0.83265,             0.47739,             0.03586,           0.0097382,          0.00082598,           0.0074062,           0.0074062,           0.0074062
                 264,            0.023967,           0.0083371,          0.00056397,             0.89128,             0.78333,             0.83394,             0.48591,            0.033626,           0.0094545,          0.00084391,           0.0073963,           0.0073963,           0.0073963
                 265,            0.026453,             0.01184,           0.0021688,             0.85388,             0.74167,             0.80653,             0.51269,            0.031149,           0.0092866,           0.0009038,           0.0073864,           0.0073864,           0.0073864
                 266,             0.02431,           0.0093482,           0.0016573,             0.93226,             0.78333,             0.85782,             0.50094,             0.03226,           0.0093541,           0.0010047,           0.0073765,           0.0073765,           0.0073765
                 267,            0.025905,            0.010247,          0.00083359,              0.8856,             0.56978,             0.79291,             0.47789,            0.029644,           0.0093968,           0.0016262,           0.0073666,           0.0073666,           0.0073666
                 268,            0.026073,            0.010009,          0.00071984,             0.65961,             0.65021,             0.72725,             0.45626,             0.02909,            0.010269,           0.0023461,           0.0073567,           0.0073567,           0.0073567
                 269,             0.02218,            0.009519,           0.0078318,             0.89973,             0.48491,             0.69425,             0.44597,            0.030717,            0.010735,           0.0045373,           0.0073468,           0.0073468,           0.0073468
                 270,            0.023321,            0.011002,           0.0010055,             0.90169,             0.48165,              0.6976,             0.43951,            0.029864,            0.010401,           0.0040165,           0.0073369,           0.0073369,           0.0073369
                 271,             0.02222,           0.0089337,           0.0015373,             0.92685,             0.62792,             0.74318,             0.48298,            0.030847,           0.0096288,           0.0030115,            0.007327,            0.007327,            0.007327
                 272,            0.023421,            0.010635,          0.00058331,             0.94399,             0.64105,             0.75199,             0.46197,            0.032165,           0.0090721,           0.0025964,           0.0073171,           0.0073171,           0.0073171
                 273,            0.022689,           0.0091214,          0.00068963,              0.9251,             0.63333,             0.74052,             0.46394,            0.032905,            0.008636,           0.0026376,           0.0073072,           0.0073072,           0.0073072
                 274,             0.02195,           0.0099734,           0.0027767,             0.93169,             0.62803,             0.76361,             0.46242,            0.033336,           0.0085826,           0.0028619,           0.0072973,           0.0072973,           0.0072973
                 275,            0.021633,           0.0087895,          0.00074889,              0.8911,             0.58333,             0.76704,             0.45117,            0.034441,           0.0087779,           0.0031463,           0.0072874,           0.0072874,           0.0072874
                 276,            0.025419,           0.0089447,          0.00055441,             0.88039,               0.625,             0.77505,              0.4977,            0.035294,           0.0087729,            0.003603,           0.0072775,           0.0072775,           0.0072775
                 277,            0.023372,            0.011628,           0.0017769,             0.86066,               0.625,             0.78485,             0.48513,            0.033587,           0.0091612,           0.0041556,           0.0072676,           0.0072676,           0.0072676
                 278,             0.02155,           0.0094361,          0.00070799,             0.71917,             0.69906,             0.78408,             0.45733,            0.033822,            0.009141,           0.0043148,           0.0072577,           0.0072577,           0.0072577
                 279,            0.020528,           0.0080063,          0.00065827,             0.79542,             0.67789,             0.77515,             0.44469,            0.032134,           0.0090637,           0.0043583,           0.0072478,           0.0072478,           0.0072478
                 280,            0.023765,            0.009962,          0.00074442,             0.80256,             0.72191,             0.80962,             0.46207,             0.03111,           0.0090983,           0.0037663,           0.0072379,           0.0072379,           0.0072379
                 281,            0.024244,           0.0081608,          0.00092689,             0.73478,             0.67504,             0.73058,             0.46491,            0.029937,           0.0090632,            0.003442,            0.007228,            0.007228,            0.007228
                 282,            0.020308,           0.0095868,          0.00085309,              0.7403,             0.71679,             0.74776,             0.45855,            0.031198,           0.0090308,           0.0033433,           0.0072181,           0.0072181,           0.0072181
                 283,              0.0228,            0.010402,          0.00092744,             0.80697,             0.78333,             0.79228,             0.46606,            0.032002,           0.0089304,           0.0030311,           0.0072082,           0.0072082,           0.0072082
                 284,            0.023535,           0.0092736,          0.00068492,             0.83972,             0.73725,             0.81457,             0.48423,            0.033086,            0.008913,           0.0026938,           0.0071983,           0.0071983,           0.0071983
                 285,            0.022513,           0.0092375,          0.00069338,              0.8466,             0.74167,             0.77473,               0.475,            0.031183,           0.0091281,           0.0016355,           0.0071884,           0.0071884,           0.0071884
                 286,            0.022716,           0.0094046,          0.00052941,             0.74321,             0.69167,             0.76431,             0.44404,             0.03316,           0.0093935,           0.0011987,           0.0071785,           0.0071785,           0.0071785
                 287,            0.023909,           0.0074119,          0.00045554,             0.68566,             0.71481,             0.77914,             0.42061,            0.030863,           0.0098958,           0.0008462,           0.0071686,           0.0071686,           0.0071686
                 288,            0.021469,           0.0080016,          0.00072354,             0.68412,             0.71527,             0.79433,             0.42738,            0.031548,           0.0099151,          0.00077095,           0.0071587,           0.0071587,           0.0071587
                 289,            0.021526,           0.0099905,          0.00049946,             0.69681,             0.69167,              0.7415,             0.40757,            0.032168,           0.0096757,          0.00068226,           0.0071488,           0.0071488,           0.0071488
                 290,            0.023913,           0.0092205,            0.001391,              0.7174,             0.64167,             0.73621,             0.41599,            0.032732,           0.0094883,          0.00072222,           0.0071389,           0.0071389,           0.0071389
                 291,            0.022251,           0.0087632,          0.00098289,             0.74869,             0.71806,             0.77134,             0.45548,            0.031832,           0.0091925,          0.00091047,            0.007129,            0.007129,            0.007129
                 292,            0.021042,           0.0081785,          0.00052042,             0.94441,             0.67962,             0.80691,             0.45003,             0.03425,           0.0092633,           0.0011222,           0.0071191,           0.0071191,           0.0071191
                 293,            0.027467,           0.0086957,           0.0029484,             0.86099,             0.68333,             0.76946,             0.41417,            0.033556,           0.0095606,           0.0011845,           0.0071092,           0.0071092,           0.0071092
                 294,            0.024786,            0.010435,            0.002465,             0.85481,             0.68333,             0.76667,             0.43822,            0.035901,           0.0096877,           0.0010252,           0.0070993,           0.0070993,           0.0070993
                 295,            0.020266,           0.0089329,          0.00060689,             0.84823,              0.6766,             0.77337,             0.43772,            0.036696,           0.0099185,          0.00090823,           0.0070894,           0.0070894,           0.0070894
                 296,            0.019645,           0.0082572,          0.00065698,             0.80093,             0.65636,             0.75127,             0.38612,            0.037171,            0.010239,          0.00091262,           0.0070795,           0.0070795,           0.0070795
                 297,            0.020199,            0.010335,          0.00057477,             0.84806,             0.67396,             0.78163,             0.40732,            0.036018,            0.010579,          0.00087523,           0.0070696,           0.0070696,           0.0070696
                 298,            0.022583,            0.009736,          0.00052932,             0.76321,             0.70844,             0.75353,             0.37733,            0.036423,            0.010617,          0.00083847,           0.0070597,           0.0070597,           0.0070597
                 299,            0.024499,           0.0094339,          0.00076334,              0.8991,             0.67089,             0.84096,             0.40227,             0.03616,            0.010581,          0.00076928,           0.0070498,           0.0070498,           0.0070498
                 300,            0.019186,           0.0081348,          0.00036152,             0.74882,             0.73333,             0.82275,             0.38822,            0.038094,             0.01047,          0.00067487,           0.0070399,           0.0070399,           0.0070399
                 301,            0.022018,           0.0079383,          0.00075357,             0.75262,             0.69167,               0.774,             0.42537,            0.033198,            0.010159,          0.00058494,             0.00703,             0.00703,             0.00703
                 302,            0.020646,           0.0095573,           0.0010511,             0.81917,               0.825,             0.83208,             0.39688,            0.033299,           0.0099566,          0.00052817,           0.0070201,           0.0070201,           0.0070201
                 303,            0.020997,            0.009761,          0.00041307,             0.74681,               0.725,             0.74347,             0.44919,            0.031807,           0.0091178,          0.00050306,           0.0070102,           0.0070102,           0.0070102
                 304,            0.028638,           0.0086101,           0.0016786,             0.88112,             0.68732,             0.79494,              0.4368,            0.032884,           0.0092232,          0.00049162,           0.0070003,           0.0070003,           0.0070003
                 305,            0.021154,           0.0094524,          0.00055064,             0.82116,             0.72579,             0.80837,             0.45722,            0.031812,           0.0094533,          0.00048788,           0.0069904,           0.0069904,           0.0069904
